Titre;URL;Prix;BidCount;Type;EndDate
ネオジオ キングオブファイターズ99 テレカ付 (NEOGEO) ;https://page.auctions.yahoo.co.jp/jp/auction/m1231274052;¥70,000;1;Auction;2026-05-30 22:05 +0900
【未使用】 テレカ 50度 ザ・キング・オブ・ファイターズ’98 Vol.2 クラーク/レオナ/ラルフ;https://page.auctions.yahoo.co.jp/jp/auction/p1209805169;¥3,000;1;Buy-Now;2026-05-30 21:52 +0900
ザ キング オブ ファイターズ95 NG 【NEOGEO】;https://page.auctions.yahoo.co.jp/jp/auction/z613268914;¥31,500;1;Buy-Now;2026-05-30 21:25 +0900
PS2 キングオブファイターズ マキシマムインパクト2 初回限定版 KOF Maximum Impact 2 箱説あり;https://page.auctions.yahoo.co.jp/jp/auction/r1223159333;¥2,400;1;Buy-Now;2026-05-30 03:59 +0900
【中古】〈PS2ソフト〉THE KING OF FIGHTERS 2002 キングオブファイターズ プレイステーション2 プレステ2★E2605-0015;https://page.auctions.yahoo.co.jp/jp/auction/k1230218463;¥1,200;1;Auction;2026-05-29 22:58 +0900
SONY PS2 ソフト KOF11 ザ・キング・オブ・ファイターズXI;https://page.auctions.yahoo.co.jp/jp/auction/u1230420822;¥1,200;1;Auction;2026-05-29 22:18 +0900
PS2 ザ・キング・オブ・ファイターズ'98 アルティメットマッチ;https://page.auctions.yahoo.co.jp/jp/auction/o1226151594;¥2,530;1;Auction;2026-05-29 22:09 +0900
▼フィギュア359 ザ・キング・オブ・ファイターズ ぬーどるストッパーフィギュア 不知火舞▼THE KING OF FIGHTERS '98/フリュー;https://page.auctions.yahoo.co.jp/jp/auction/p1230832471;¥1,400;5;Auction;2026-05-29 22:09 +0900
(管106488)【ゲームソフト】THE KING OF FIGHTERS 2000 ザキングオブファイターズ KOF ネオジオ NEOGEO ROM 箱説有 現状品 動作未チェック;https://page.auctions.yahoo.co.jp/jp/auction/c1230915340;¥67,666;3;Auction;2026-05-29 21:58 +0900
(管106671)【ゲームソフト】THE KING OF FIGHTERS 2003 ザキングオブファイターズ KOF ネオジオ NEOGEO ROM 箱説有 現状品 動作未チェック;https://page.auctions.yahoo.co.jp/jp/auction/s1231027129;¥300,000;18;Auction;2026-05-29 21:52 +0900
(管106670)【ゲームソフト】THE KING OF FIGHTERS 2002 ザキングオブファイターズ KOF ネオジオ NEOGEO ROM 箱説有 現状品 動作未チェック;https://page.auctions.yahoo.co.jp/jp/auction/x1231015288;¥128,000;10;Auction;2026-05-29 21:47 +0900
(管106487)【ゲームソフト】THE KING OF FIGHTERS '99 ザキングオブファイターズ KOF ネオジオ NEOGEO ROM 箱説有 現状品 動作未チェック;https://page.auctions.yahoo.co.jp/jp/auction/h1230917950;¥61,000;4;Auction;2026-05-29 21:42 +0900
NEOGEO ザ・キング・オブ・ファイターズ'94 SNK KOF94 ロムカセット;https://page.auctions.yahoo.co.jp/jp/auction/z617406168;¥12,500;1;Buy-Now;2026-05-29 21:31 +0900
MVS　キングオブファイターズ96　NEOGEO　ROM　動作確認済み　（3549）;https://page.auctions.yahoo.co.jp/jp/auction/x1149572682;¥9,800;1;Auction;2026-05-29 21:00 +0900
DC ドリームキャスト ソフト THE KING OF FIGHTERS 2002 ザ キング オブ ファイターズ 2002 【管理 27154】【B】;https://page.auctions.yahoo.co.jp/jp/auction/l1229231131;¥2,650;1;Auction;2026-05-29 20:31 +0900
ジャンク 現状品 ネオジオ negeo CD専用ソフト SNK ザ・キング・オブ・ファイターズ '96 the king of fighters96 中古品 送料無料;https://page.auctions.yahoo.co.jp/jp/auction/v1229425315;¥1,980;1;Buy-Now;2026-05-29 11:00 +0900
【NG】 ザ・キング・オブ・ファイターズ'96;https://page.auctions.yahoo.co.jp/jp/auction/z614949784;¥35,000;1;Buy-Now;2026-05-29 10:48 +0900
PS2ソフト　 キングオブファイターズ マキシマムインパクト REGULATION A　 プレイステーション2;https://page.auctions.yahoo.co.jp/jp/auction/z594441290;¥1,980;1;Buy-Now;2026-05-29 10:02 +0900
超貴重！昭和レトロ　SNK　ネオジオ　KOF96　販売前ポスター　キングオブファイターズ９６　1枚限り;https://page.auctions.yahoo.co.jp/jp/auction/l1230695269;¥898;3;Auction;2026-05-29 00:50 +0900
ケース割有　ザ・キング・オブ・ファイターズ94 NEO GEO CD SNK ネオジオ　格闘ゲーム　;https://page.auctions.yahoo.co.jp/jp/auction/l1183327076;¥1,980;1;Buy-Now;2026-05-28 23:40 +0900
ゲーム攻略本　 ザ・キング・オブ・ファイターズ’96 ROUND3 ファンブック(ポスターなし);https://page.auctions.yahoo.co.jp/jp/auction/q1230298939;¥550;1;Auction;2026-05-28 22:59 +0900
◆PlayStation 1/プレイステーション 1/プレステ /PS 1 ザ・キング・オブ・ファイターズ’95 ソフト;https://page.auctions.yahoo.co.jp/jp/auction/w1231142897;¥231;7;Auction;2026-05-28 22:45 +0900
チラシ クイズ キングオブファイターズ ネオジオ ゲーム パンフレット カタログ フライヤー キング・オブ・ファイターズ NEOGEO SNK;https://page.auctions.yahoo.co.jp/jp/auction/k1231345297;¥3,000;1;Auction;2026-05-28 22:43 +0900
KN5-33L【中華プラモデル 3個 まとめ】拳皇14ザ・キング・オブ・ファイターズ ナコルル 曹操×畢方 将魂姫 現状品 ジャンク;https://page.auctions.yahoo.co.jp/jp/auction/m1230671615;¥8,782;20;Auction;2026-05-28 22:31 +0900
【箱付き】ザ・キング・オブ・ファイターズ97 PS1;https://page.auctions.yahoo.co.jp/jp/auction/1231118535;¥3,850;4;Auction;2026-05-28 22:07 +0900
NG ザ・キング・オブ・ファイターズ'97;https://page.auctions.yahoo.co.jp/jp/auction/h1231113845;¥42,570;12;Auction;2026-05-28 22:05 +0900
ネオジオ SNK ザ キングオブ ファイターズ 94(ゆ26-10-14);https://page.auctions.yahoo.co.jp/jp/auction/c1231285104;¥21,670;12;Auction;2026-05-28 22:04 +0900
 ザ キング オブ ファイターズ 2000;https://page.auctions.yahoo.co.jp/jp/auction/j1231178733;¥60,000;1;Auction;2026-05-28 21:32 +0900
DC ドリームキャスト ソフト ザ キング オブ ファイターズ ドリームマッチ1999 【管理 24834】【C】;https://page.auctions.yahoo.co.jp/jp/auction/p1199709514;¥1,480;2;Auction;2026-05-28 20:02 +0900
テレホンカード ザ・キング・オブ・ファイターズ'98 PK002-0397;https://page.auctions.yahoo.co.jp/jp/auction/s1177653433;¥8,000;1;Buy-Now;2026-05-28 13:16 +0900
●＃＃NGR　ザキングオブファイターズ94　SNK　ネオジオROM　ネオジオロム;https://page.auctions.yahoo.co.jp/jp/auction/z611719170;¥13,980;1;Buy-Now;2026-05-28 12:04 +0900
テレカ テレホンカード キングオブファイターズ ’99 PK002-0278;https://page.auctions.yahoo.co.jp/jp/auction/c1216748358;¥7,000;1;Buy-Now;2026-05-28 11:46 +0900
【動作確認済】キングオブファイターズ 99 特典付NEOGEO ROM KOF ネオジオ SNK ;https://page.auctions.yahoo.co.jp/jp/auction/z614859422;¥92,000;1;Buy-Now;2026-05-28 11:28 +0900
SNK NEOGEO ROM キングオブファイターズ95 KOF ネオジオ ROM ロムカセット ネオジオCD ネオジオポケット ;https://page.auctions.yahoo.co.jp/jp/auction/z616521304;¥13,480;1;Buy-Now;2026-05-28 07:02 +0900
キングオブファイターズ KOF KING OF FIGHTERS チラシ　広告　ポスター　当時物　ゲーム雑誌切り抜き　レトロゲーム　SNK PS PLAYSTATION ;https://page.auctions.yahoo.co.jp/jp/auction/x1231428521;¥1,500;1;Buy-Now;2026-05-28 05:15 +0900
KING OF FIGHTERS KOF SNK キングオブファイターズ　チラシ　広告　ポスター　当時物　ゲーム雑誌切り抜き　レトロゲーム ドリームキャスト;https://page.auctions.yahoo.co.jp/jp/auction/q1231429288;¥1,400;1;Buy-Now;2026-05-28 05:13 +0900
ゲームボーイ　熱闘　ザ・キング・オブ・ファイターズ95;https://page.auctions.yahoo.co.jp/jp/auction/z590205356;¥1,690;1;Buy-Now;2026-05-28 01:51 +0900
純正インストカード 帯 取説 ザ・キングオブファイターズ９５;https://page.auctions.yahoo.co.jp/jp/auction/q1230709288;¥3,130;11;Auction;2026-05-27 23:50 +0900
純正インストカード 帯 取説 ザ・キングオブファイターズ９６;https://page.auctions.yahoo.co.jp/jp/auction/m1230723175;¥2,600;6;Auction;2026-05-27 23:37 +0900
純正インストカード 帯 取説 ザ・キングオブファイターズ９４;https://page.auctions.yahoo.co.jp/jp/auction/f1230712024;¥2,900;6;Auction;2026-05-27 23:33 +0900
純正インストカード 帯 取説 ザ・キングオブファイターズ２００３;https://page.auctions.yahoo.co.jp/jp/auction/k1230717132;¥2,466;11;Auction;2026-05-27 23:33 +0900
NG ザ・キング・オブ・ファイターズ'95;https://page.auctions.yahoo.co.jp/jp/auction/b1231118207;¥26,290;15;Auction;2026-05-27 22:43 +0900
【箱付き】ザ・キング・オブ・ファイターズ95 セガサターン SS;https://page.auctions.yahoo.co.jp/jp/auction/x1230793067;¥2,310;9;Auction;2026-05-27 22:33 +0900
NG ザ・キング・オブ・ファイターズ'99;https://page.auctions.yahoo.co.jp/jp/auction/v1231125964;¥59,400;13;Auction;2026-05-27 22:22 +0900
【婀】NEOGEO ネオジオ THE KING OF Fighters'94 ザ・キング・オブ・ファイターズ'94 ロム カセット ROM E19BB8;https://page.auctions.yahoo.co.jp/jp/auction/o1230624644;¥25,002;18;Auction;2026-05-27 22:14 +0900
NG ザ・キング・オブ・ファイターズ'94;https://page.auctions.yahoo.co.jp/jp/auction/l1231121238;¥20,153;15;Auction;2026-05-27 22:12 +0900
＊民家整理品　SNK　サントラCDまとめ　新世界楽曲雑技団　餓狼伝説/龍虎の拳/サムライスピリッツ/ザ・キングオブファイターズ 全て帯付;https://page.auctions.yahoo.co.jp/jp/auction/p1230643185;¥30,200;33;Auction;2026-05-27 21:15 +0900
THE KING OF FIGHTERS 2002 UNLIMITED MATCH PS2 キングオブファイターズ KOF2002UM;https://page.auctions.yahoo.co.jp/jp/auction/d1228884059;¥2,500;1;Buy-Now;2026-05-27 21:10 +0900
ザキングオブファイターズ2002アンリミテッドマッチ　ロムパッケージセット/プレイステーション4 (PS4);https://page.auctions.yahoo.co.jp/jp/auction/z479583808;¥10,800;1;Buy-Now;2026-05-27 20:32 +0900
NEOGEO ネオジオ ロムカセット ザキング オブ ファイターズ94、中古品;https://page.auctions.yahoo.co.jp/jp/auction/s1231028241;¥21,000;9;Auction;2026-05-27 19:42 +0900
【動作確認済】ザキングオブファイターズ 98 NEOGEO ROM KOF;https://page.auctions.yahoo.co.jp/jp/auction/z611846634;¥85,000;1;Buy-Now;2026-05-27 18:20 +0900
【古本】ネオジオフリーク　キングオブファイターズ96　キャラクターブック;https://page.auctions.yahoo.co.jp/jp/auction/z574612400;¥600;1;Buy-Now;2026-05-27 13:19 +0900
ネオジオ ロムザ・キング・オブ・ファイターズ95 NEOGEO ROM キング オブ ファイターズ95 SNK;https://page.auctions.yahoo.co.jp/jp/auction/z616153046;¥25,000;1;Buy-Now;2026-05-27 10:43 +0900
2同梱値引き可 ザ・キング・オブ・ファイターズ99 動作確認済み;https://page.auctions.yahoo.co.jp/jp/auction/z350111262;¥900;1;Buy-Now;2026-05-27 08:02 +0900
NEOGEO ザ・キング・オブ・ファイターズ'94 SNK kof94;https://page.auctions.yahoo.co.jp/jp/auction/z615908036;¥15,000;1;Buy-Now;2026-05-26 23:02 +0900
ネオジオ ロムカセット ザ キング オブ ファイターズ 96 KOF96 NEO GEO ROM;https://page.auctions.yahoo.co.jp/jp/auction/m1231038723;¥37,800;1;Auction;2026-05-26 22:49 +0900
【箱付き】ザ・キング・オブ・ファイターズ94 ネオジオ NEOGEO;https://page.auctions.yahoo.co.jp/jp/auction/s1230806421;¥31,350;23;Auction;2026-05-26 22:48 +0900
チラシ クイズ キングオブファイターズ ネオジオ ゲーム パンフレット カタログ フライヤー キング・オブ・ファイターズ NEOGEO SNK;https://page.auctions.yahoo.co.jp/jp/auction/m1231008870;¥2,900;2;Auction;2026-05-26 22:27 +0900
★ PlayStation3 PS3 ソフト まとめ 約130本 大量！BIOSHOCK2 キングオブファイターズ13 タイムクライシス4 FF キャサリン 他;https://page.auctions.yahoo.co.jp/jp/auction/x1230567652;¥7,000;1;Auction;2026-05-26 22:25 +0900
と1175-296♪【80～】ジャンク品 パチスロ実機 筐体パネル キングオブファイターズ マキシマムインパクト SNKプレイモア;https://page.auctions.yahoo.co.jp/jp/auction/f1230427019;¥13,500;6;Auction;2026-05-26 22:23 +0900
SNK ネオジオ ザ・キング・オブ・ファイターズ95 KOF95 ロムカセット;https://page.auctions.yahoo.co.jp/jp/auction/z615913302;¥25,000;1;Buy-Now;2026-05-26 22:21 +0900
と1171-296♪【80～】ジャンク品 パチスロ実機 筐体パネル THE KING GO FIGHTHRS キングオブファイターズ;https://page.auctions.yahoo.co.jp/jp/auction/w1230424697;¥18,000;15;Auction;2026-05-26 22:14 +0900
● SNK　キングオブファイターズ　kof 98 　社　シェルミー　クリス　スペシャル　SP カード;https://page.auctions.yahoo.co.jp/jp/auction/b1206822217;¥1,000;1;Auction;2026-05-26 21:34 +0900
ネオジオロム「ザ・キング・オブ・ファイターズ'94」箱説明書付き;https://page.auctions.yahoo.co.jp/jp/auction/k1231258212;¥19,800;1;Buy-Now;2026-05-26 13:08 +0900
キングオブファイターズ 94 95 96 即購入！ 3本 セット;https://page.auctions.yahoo.co.jp/jp/auction/o1224027276;¥4,500;1;Auction;2026-05-26 11:08 +0900
SNK 販促 POP 非売品「ザ・キング・オブ・ファイターズ ドリームマッチ1999」 ドリームキャスト 店頭用;https://page.auctions.yahoo.co.jp/jp/auction/c1226251317;¥8,500;1;Buy-Now;2026-05-26 05:57 +0900
THE KING OF FIGHTERS 2002 UNLIMITED MATCH ロムパッケージセット キングオブファイターズ;https://page.auctions.yahoo.co.jp/jp/auction/z612489858;¥17,000;1;Buy-Now;2026-05-26 02:24 +0900
ザ・キング・オブ・ファイターズ ’97;https://page.auctions.yahoo.co.jp/jp/auction/f1230509902;¥45,000;1;Auction;2026-05-25 23:33 +0900
中古トレーディングフィギュア 八神庵 「ザ・キング・オブ・ファイターズXIII」 コレクション フィギュア;https://page.auctions.yahoo.co.jp/jp/auction/d1195062135;¥2,630;1;Buy-Now;2026-05-25 22:27 +0900
レア 送料無料 プレイステーションⅣ PS4 ソフト ザキングオブファイターズ15 THE KING OF FIGHTERS ⅩⅤ 格闘アクション SNK 39キャラ;https://page.auctions.yahoo.co.jp/jp/auction/n1213039844;¥2,150;1;Auction;2026-05-25 22:18 +0900
NEOGEO MVS KOF 98 ネオジオ キングオブファイターズ 98 アーケードROMカートリッジ 基板;https://page.auctions.yahoo.co.jp/jp/auction/t1230828523;¥10,000;7;Auction;2026-05-25 22:14 +0900
★ザ・キング・オブ・ファイターズ'96/THE KING OF FIGHTERS　SNK　ゲーメスト★テレカ５０度数未使用jx_59;https://page.auctions.yahoo.co.jp/jp/auction/m1230335944;¥3,001;7;Auction;2026-05-25 21:59 +0900
★ザ・キング・オブ・ファイターズ2001/THE KING OF FIGHTERS　プレイモア　非売品★テレカ５０度数未使用jx_51;https://page.auctions.yahoo.co.jp/jp/auction/q1230334212;¥4,800;21;Auction;2026-05-25 21:56 +0900
★ザ・キング・オブ・ファイターズ'99 EVOLUTION/THE KING OF FIGHTERS　SNK2000　非売品　傷有★テレカ５０度数未使用jx_52;https://page.auctions.yahoo.co.jp/jp/auction/c1230331345;¥4,323;6;Auction;2026-05-25 21:52 +0900
★ザ・キング・オブ・ファイターズ'96/THE KING OF FIGHTERS　SNK　ゲーメスト　微擦れ有★テレカ５０度数未使用jx_57;https://page.auctions.yahoo.co.jp/jp/auction/s1230344701;¥3,218;7;Auction;2026-05-25 21:52 +0900
★ザ・キング・オブ・ファイターズNEOWAVE/THE KING OF FIGHTERS　SNKプレイモア　非売品　微傷有★テレカ５０度数未使用jx_50;https://page.auctions.yahoo.co.jp/jp/auction/n1230339416;¥3,100;11;Auction;2026-05-25 21:49 +0900
○攻略本/書籍 格闘ゲーム ストリートファイターZERO2/餓狼伝説3/ファイターズインパクト/ザキングオブファイターズ 等 大量セット【20;https://page.auctions.yahoo.co.jp/jp/auction/o1230592503;¥16,830;14;Auction;2026-05-25 21:37 +0900
★ザ・キング・オブ・ファイターズ'96/THE KING OF FIGHTERS　SNK　ゲーメスト　微擦れ有★テレカ５０度数未使用jx_58;https://page.auctions.yahoo.co.jp/jp/auction/u1230339125;¥1,785;4;Auction;2026-05-25 21:35 +0900
★ザ・キング・オブ・ファイターズ'98/THE KING OF FIGHTERS　SNK　擦れ・汚れ有★テレカ５０度数未使用jz_125;https://page.auctions.yahoo.co.jp/jp/auction/c1230342703;¥4,005;9;Auction;2026-05-25 21:33 +0900
★ザ・キング・オブ・ファイターズ'98/THE KING OF FIGHTERS　SNK　ソフマップ　非売品　傷有★テレカ５０度数未使用jx_53;https://page.auctions.yahoo.co.jp/jp/auction/f1230325844;¥3,470;7;Auction;2026-05-25 21:29 +0900
★ザ・キング・オブ・ファイターズ'97/THE KING OF FIGHTERS　SNK　ソフマップ　非売品★テレカ５０度数未使用jx_54;https://page.auctions.yahoo.co.jp/jp/auction/f1230335553;¥2,300;9;Auction;2026-05-25 21:21 +0900
★ザ・キング・オブ・ファイターズ'97/THE KING OF FIGHTERS　SNK　微傷有★テレカ５０度数未使用jx_56;https://page.auctions.yahoo.co.jp/jp/auction/v1230336940;¥2,501;9;Auction;2026-05-25 21:18 +0900
★ザ・キング・オブ・ファイターズ京　SNK　ファミ通一族の陰謀　金ピカ　ナンバー入り　傷有★テレカ５０度数未使用jx_61;https://page.auctions.yahoo.co.jp/jp/auction/c1230338628;¥830;3;Auction;2026-05-25 21:08 +0900
★ザ・キング・オブ・ファイターズ'97/THE KING OF FIGHTERS　SNK★テレカ５０度数未使用jx_55;https://page.auctions.yahoo.co.jp/jp/auction/m1230342412;¥8,000;26;Auction;2026-05-25 21:07 +0900
GBA ザ・キング・オブ・ファイターズ EX2 ハウリングブラッド;https://page.auctions.yahoo.co.jp/jp/auction/p1230323924;¥10,560;1;Auction;2026-05-25 20:13 +0900
ゲームボーイ　 熱闘ザ キング オブ ファイターズ ファイターズ96 GB ゲームボーイソフト;https://page.auctions.yahoo.co.jp/jp/auction/q1230338230;¥1,250;1;Auction;2026-05-25 18:54 +0900
【ムック】ザ・キング・オブ・ファイターズ ’97 グラフィカルマニュアル [ゲーメストムック Vol. 86]■新声社/SNK/KOF;https://page.auctions.yahoo.co.jp/jp/auction/e1231156993;¥1,200;1;Buy-Now;2026-05-25 18:30 +0900
希少 THE KING OF FIGHTERS98 ネオジオ ロム NEOGEO ROM ザ・キング・オブ・ファイターズ98 キングオブファイターズ98 SNK;https://page.auctions.yahoo.co.jp/jp/auction/q1230928076;¥80,000;1;Auction;2026-05-25 17:27 +0900
◆SNK THE KINGOF FIGHTERS '98 キングオブファイターズ 未開封パック;https://page.auctions.yahoo.co.jp/jp/auction/p1228884157;¥1,500;1;Auction;2026-05-25 16:22 +0900
ザキングオブファイターズ98 NG 【NEOGEO】;https://page.auctions.yahoo.co.jp/jp/auction/z614950786;¥70,000;1;Buy-Now;2026-05-25 14:59 +0900
ザキングオブファイターズ97NG 【NEOGEO】;https://page.auctions.yahoo.co.jp/jp/auction/z614948972;¥40,000;1;Buy-Now;2026-05-25 14:46 +0900
THE KING OF FIGHTERS98 ネオジオ NEOGEO ネオジオROM ザ・キング・オブ・ファイターズ98 SNK;https://page.auctions.yahoo.co.jp/jp/auction/z613842648;¥77,000;1;Buy-Now;2026-05-25 14:42 +0900
【PS】 ザキングオブファイターズ京;https://page.auctions.yahoo.co.jp/jp/auction/z589687464;¥900;1;Buy-Now;2026-05-25 11:19 +0900
【美品・完品】NG キング オブ ファイターズ98 NEOGEO SNK ネオジオ KING OF FIGHTERS 98 neogeo aes rare 希少美品当時物希少激レアKOF98;https://page.auctions.yahoo.co.jp/jp/auction/d1230209523;¥99,999;1;Buy-Now;2026-05-25 09:22 +0900
17 送60サ 0524UB04 ネオジオ ソフト 3本 ザ・キング・オブ・ファイターズ94 他 中古品;https://page.auctions.yahoo.co.jp/jp/auction/r1230285983;¥87,500;54;Auction;2026-05-24 23:12 +0900
ゲーム攻略ビデオ　ザ・キングオブ・ファイターズ96‘　GAMEST VIDEO;https://page.auctions.yahoo.co.jp/jp/auction/q1215596404;¥1,800;1;Auction;2026-05-24 22:57 +0900
【箱付き】ザキングオブファイターズ14 アルティメットエディション PS4;https://page.auctions.yahoo.co.jp/jp/auction/q1230696618;¥898;18;Auction;2026-05-24 22:57 +0900
DVD ファミ通 THE KING OF FIGHTERS 2002 OVERSTRUGGLE ザ・キングオブファイターズ オーバーストラグル ゲーム NEOGEO 国内正規品 (EA09);https://page.auctions.yahoo.co.jp/jp/auction/m1229903949;¥2,600;6;Auction;2026-05-24 22:54 +0900
SNK ネオジオ ザ・キング・オブ・ファイターズ95 KOF95 ROMカセット 箱説あり NEOGEO キングオブファイターズ;https://page.auctions.yahoo.co.jp/jp/auction/z614812952;¥27,800;1;Buy-Now;2026-05-24 22:54 +0900
〈動作確認済み〉 NEOGEO ネオジオ ザ・キング・オブ・ファイターズ2001 THE KING OF FIGHTERS2001 KOF2001 NG;https://page.auctions.yahoo.co.jp/jp/auction/p1230590370;¥30,120;45;Auction;2026-05-24 22:48 +0900
●極美品 箱説付き●ネオジオ キングオブファイターズ99 NEOGEO SNK ハガキと未使用テレカ2枚付き コレクション;https://page.auctions.yahoo.co.jp/jp/auction/e1230229796;¥85,000;36;Auction;2026-05-24 22:42 +0900
NEOGEO ザ キング オブ ファイターズ95 ネオジオ SNK;https://page.auctions.yahoo.co.jp/jp/auction/d1230482498;¥31,000;8;Auction;2026-05-24 22:41 +0900
【送料無料・動作確認済】ネオジオ ザ・キング・オブ・ファイターズ ’94 ROMカセットのみ;https://page.auctions.yahoo.co.jp/jp/auction/h1230357426;¥11,500;11;Auction;2026-05-24 22:41 +0900
● 極美品 箱説付き●ネオジオ キングオブファイターズ2001 NEOGEO SNK コレクション;https://page.auctions.yahoo.co.jp/jp/auction/c1230225180;¥81,000;21;Auction;2026-05-24 22:39 +0900
ザ キング オブ ファイターズ ネオウェイブ　SONY ソニー PS2 プレイステーション2 動作確認済　SAKA43;https://page.auctions.yahoo.co.jp/jp/auction/c1230356370;¥509;9;Auction;2026-05-24 22:37 +0900
ザ キング オブ ファイターズ 2001　SONY ソニー PS2 プレイステーション2 動作確認済　SAKA4;https://page.auctions.yahoo.co.jp/jp/auction/1230557404;¥370;5;Auction;2026-05-24 22:36 +0900
NEOGEO ザ キング オブ ファイターズ94 ネオジオ SNK;https://page.auctions.yahoo.co.jp/jp/auction/1230487604;¥30,000;10;Auction;2026-05-24 22:35 +0900
【訳ありジャンク品】不知火舞　4/1 完成品フィギュア ガレージキット　スタチュー　キングオブファイターズ　 KING OF FIGHTERS;https://page.auctions.yahoo.co.jp/jp/auction/q1230744686;¥26,500;57;Auction;2026-05-24 22:32 +0900
ザ キング オブ ファイターズ95 NG ROM 【NEOGEO】;https://page.auctions.yahoo.co.jp/jp/auction/f1230908490;¥29,000;5;Auction;2026-05-24 22:07 +0900
NG ネオジオROM ザ・キング・オブ・ファイターズ ’98 箱・説明書・設定資料集付 THE KING OF FIGHTERS98 NEOGEO ロム カセット 動作確認済;https://page.auctions.yahoo.co.jp/jp/auction/g1230906031;¥67,000;1;Buy-Now;2026-05-24 22:05 +0900
○チラシ/カタログ SNK/エス・エヌ・ケイ 餓狼伝説SPECIAL/サムライスピリッツ武士道烈伝/ザキングオブファイターズ 等 まとめてセット【20;https://page.auctions.yahoo.co.jp/jp/auction/m1230463810;¥13,351;7;Auction;2026-05-24 21:56 +0900
NEOGEO MVS インスト ザ・キング・オブ・ファイターズ ’96 The King of Fighters 96;https://page.auctions.yahoo.co.jp/jp/auction/t1230258277;¥1,100;11;Auction;2026-05-24 21:31 +0900
動作保証品 SS セガサターン ザ・キング・オブ・ファイターズ ベストコレクション KOF 95/96/97 エス・エヌ・ケイ SNK 箱説付【10;https://page.auctions.yahoo.co.jp/jp/auction/f1230444839;¥11,550;17;Auction;2026-05-24 21:22 +0900
[A78-B37 ] キングオブファイターズ94 KOF-SP No.14 当時物 カードダス キラ プリズム SNK 1994 CR ;https://page.auctions.yahoo.co.jp/jp/auction/o1230705531;¥360;7;Auction;2026-05-24 21:17 +0900
セクシーカード キングオブファイターズ　kof 餓狼伝説 不知火舞 しらぬいまい;https://page.auctions.yahoo.co.jp/jp/auction/n1223419556;¥1;1;Auction;2026-05-24 21:16 +0900
