Titre;URL;Prix;Statut;Created;Description
餓狼　MOW ミニポスター;https://jp.mercari.com/item/m22649947113;¥15,000;SOLD_OUT;2026-05-31 12:22 UTC;ネオジオの餓狼mark of the wolvesのアーケード用のミニポスターになります。 コレクションしてましたが断捨離の為お譲りします。  古い紙製品ですので細かい傷等気にされる方はご遠慮下さい。  餓狼伝説 ネオジオ SNK KOF カプエス テリー ロック ギース
SNK アクリルスタンド　KOF15 ギースハワード　ビリーカーン　餓狼伝説;https://jp.mercari.com/item/m46157061780;¥2,300;ON_SALE;2026-03-20 07:04 UTC;
家庭用ネオジオROM　餓狼伝説スペシャル;https://jp.mercari.com/item/m64076905930;¥10,000;SOLD_OUT;2026-05-31 05:30 UTC;餓狼伝説スペシャルの家庭用ROMです。  ケースジャケットに歪みと傷み、ソフトにキズとラベルの退色があります。 画像にてご確認くださいをよろしくお願いします。  説明書は欠品です。 動作確認はできました。  状態コンディションを過度に気になさる方はご購入をご遠慮ください。 よろしくお願いします。  #餓狼伝説 #対戦格闘 #SNK #ネオジオ #NEOGEO
餓狼伝説3遥かなる闘い ネオジオCD　説明書　帯付　希少;https://jp.mercari.com/item/m62504574359;¥2,500;ON_SALE;2026-02-01 08:12 UTC;
不知火舞 アクリルスタンド KOF ブックオフ BOOKOFF 餓狼伝説 snk;https://jp.mercari.com/item/m11178983657;¥3,111;SOLD_OUT;2026-05-31 07:11 UTC;アクスタ THE KING OF FIGHTERS ザ・キング・オブ・ファイターズ ザキングオブファイターズ CotW ネオジオ NEOGEO アクリルフィギュア  新品未開封。プチプチ封筒梱包します。  まとめ買い値引き(^^) #まさKOFグッズ
SNK NEOGEO AES 本体 ソフト3本セット;https://jp.mercari.com/item/m18295959484;¥298,000;ON_SALE;2026-05-27 12:11 UTC
餓狼伝説 R版激レア neogeo fatal fury R verネオジオロム;https://jp.mercari.com/item/m37713024287;¥44,000;SOLD_OUT;2026-05-23 04:20 UTC;商品に興味をもっていただき、ありがとうございます。  【商品の説明】 ブランド・メーカー : SNK 商品名 : 餓狼伝説 (初代) / FATAL FURY 激レアのR版！そしてキレイなR版はあまり出てこない。 ハード : ネオジオ (NEO GEO AES) 家庭用 ロムカセット 型番 : NGH-033 付属品：外箱、取扱説明書、ロムカセット（写真に写っているものが全てです）  【商品の状態】 コレクション整理のため出品いたします。  ・外箱（パッケージ）： 全体的に目立つ大きな潰れや破れは見られず、比較的綺麗な状態を保っています。 透明な保護用PP袋（ビニール）に入れた状態で保管・撮影
REAL BOUT 餓狼伝説 NEO GEO CD★819U;https://jp.mercari.com/item/m10213842247;¥2,000;ON_SALE;2026-05-31 04:17 UTC;
【未開封】餓狼伝説SPECIAL テリー・ボガード フィギュア SNK レトロ;https://jp.mercari.com/item/m82357352638;¥2,590;SOLD_OUT;2026-05-31 04:11 UTC;SNK格闘ゲームの名作「餓狼伝説SPECIAL」の主人公、テリー・ボガードのフィギュアです。  当時ゲームセンターやNEOGEOで遊んでいた方には懐かしいアイテム。現在ではなかなか見かけない貴重な未開封品です。  コレクション整理のため出品いたします。  ・未開封・長期保管品・パッケージに経年による多少のスレあり  レトロゲーム、SNK、餓狼伝説ファンの方におすすめです。  即購入歓迎です。
中古　SNK画集 Vol.1 ネオジオ スーパー4イラストレーションズ;https://jp.mercari.com/item/m72856261657;¥6,500;SOLD_OUT;2026-05-31 02:59 UTC;SNK画集 Vol.1 ネオジオ スーパー4イラストレーションズ 餓狼伝説、サムライスピリッツ　龍虎の拳　ザ・キング・オブ・ファイターズ94　NEOGEO  ■状態 中古美品。 古いものですが全体的にきれいな状態です。 中古につき細かな傷汚れに関してはご了承願います。  KADOKAWA（アスキー・メディアワークス） 発売日1994/12/1
ネオジオソフト　餓狼伝説スペシャル;https://jp.mercari.com/item/m89532926554;¥12,800;SOLD_OUT;2026-05-31 01:56 UTC;ネオジオソフト　餓狼伝説スペシャル 箱付き、説明書付きです。
REALBOUT餓狼伝説スペシャルNCD 【NEOGEO】;https://jp.mercari.com/item/2JRYrABAdfQNySgLUj5EzH;¥1,704;SOLD_OUT;2026-05-22 11:19 UTC;
餓狼伝説3 NCD 【NEOGEO】;https://jp.mercari.com/item/2JRYrA8fJRH4vnKDg97DT4;¥447;SOLD_OUT;2026-05-22 11:19 UTC;
餓狼伝説3 ROAD TO THE FINAL VICTORY;https://jp.mercari.com/item/m16076215427;¥1,300;SOLD_OUT;2026-05-31 00:30 UTC;NEOGEO CD用ソフト。コンビネーションアーツや連携技など、新要素を多数搭載した対戦格闘ゲームです。  - タイトル: 餓狼伝説3 ROAD TO THE FINAL VICTORY - プラットフォーム: NEOGEO CD - メーカー: SNK - 付属品: 取扱説明書、公式一撃の秘伝書（チラシ）  ご覧いただきありがとうございます。
NEO GEO レンタル店 看板風 アクリルクリップ ネオジオ KOF98;https://jp.mercari.com/item/m35452730192;¥1,800;SOLD_OUT;2026-05-30 21:24 UTC;送料無料 超希少ポップアップ限定品 NEO GEO レンタル店 看板風 アクリルクリップ ネオジオ KOF 98 ザ キングオブファイターズ 98 アクリルブロック アクスタ SNK THE KING OF FIGHTERS 98 KOF98 餓狼伝説 NEOGEO   ※98年当時、レンタルビデオ店等で、貸し出しされていた NEO GEOレンタルを取り扱っているお店を記す看板風の NEO GEO レンタル店 の看板風のアクリルクリップになります。  1998年のオリジナル当時を知るNEO GEOファンやSNKファンは感涙物の激レア未開封新品商品となります！  サイズ（寸法） 約W40mm ×
NEOGEO 餓狼伝説3 ROAD TO THE FINAL VICTORY;https://jp.mercari.com/item/m27682704735;¥33,999;SOLD_OUT;2026-05-30 17:42 UTC;NEOGEO用ROMカセット「餓狼伝説3」のパッケージ版で、取扱説明書が付属しています。  - タイトル: 餓狼伝説3 ROAD TO THE FINAL VICTORY - プラットフォーム: NEOGEO - メーカー: SNK - 付属品: 取扱説明書  ご覧いただきありがとうございます。
餓狼伝説バトルアーカイブス2 PS2 NEOGEOオンライン;https://jp.mercari.com/item/m14242008594;¥4,500;SOLD_OUT;2026-05-30 03:40 UTC;『リアルバウト餓狼伝説』『リアルバウト餓狼伝説SPECIAL』『リアルバウト餓狼伝説2』の3タイトルを収録したPlayStation 2用格闘ゲームソフトです。  - 対応機種: PlayStation 2 - シリーズ名: NEOGEOオンラインコレクション - 収録タイトル: リアルバウト餓狼伝説、リアルバウト餓狼伝説SPECIAL、リアルバウト餓狼伝説2 - CEROレーティング: B (12才以上対象) - オンライン対応: 対応  ☆キズ等無く、綺麗な状態です。 ☆自宅暗所にて、専用ボックスに入れ 保管しておりました。  ご了承の上ご購入頂きますよう、何卒 よろしくお願い致します。 
一点物 KOF94 SNK ネオジオ 格ゲーT;https://jp.mercari.com/item/m10095454267;¥4,980;ON_SALE;2026-05-18 18:20 UTC;
【動作確認済・帯付き】ネオジオCD リアルバウト餓狼伝説スペシャル;https://jp.mercari.com/item/m47755953988;¥2,300;SOLD_OUT;2026-05-30 14:14 UTC;ご覧いただきありがとうございます。  ネオジオCD用ソフト『リアルバウト餓狼伝説スペシャル』です。  【商品内容】 ・ゲームディスク ・ケース ・説明書 ・帯  【商品の状態】 ・動作確認：実機にて起動および初期動作を確認済みです。 ・ディスク：目立つ傷や擦れなし。 ・説明書：一部に凹みや汚れなどの傷みがあります。※画像にてご確認ください ・帯：折れや破れはありませんが細かな擦れが確認出来ます。 ・ケース：通常使用に伴う擦れキズがあります。  【注意事項】 素人検品・長期自宅保管のヴィンテージ品である事、説明書に一部いたみがあるため「やや傷や汚れあり」として出品しております。美品をお求めの方や
【動作確認済】ネオジオCD 餓狼伝説スペシャル 純正ケース;https://jp.mercari.com/item/m50706764455;¥1,700;SOLD_OUT;2026-05-30 14:10 UTC;ご覧いただきありがとうございます。  ネオジオCD用ソフト『餓狼伝説スペシャル（FATAL FURY SPECIAL）』です。 コレクション整理に伴い出品いたします。  【商品の状態】 ・動作：実機にて起動・プレイができることを確認済みです。 ・ディスク：盤面は目立つキズなし。 ・ケース：当時物の純正ケースです（右上ロゴ刻印あり）。通常使用に伴う擦れキズはありますが、割れはありません。 ・説明書：表紙・中身に一部凹み（シワ・ヨレ）が見られます。破れはありませんが、写真にて状態をご確認ください。 ・帯・その他の付属品：なし  【保管環境・匂いについて】※必ずご確認下さい ペットは飼っておりません
No.7 シャルロット NEO・GEO ギャルズポスターセレクション B2サイズ;https://jp.mercari.com/item/m96674849546;¥2,900;ON_SALE;2026-05-30 10:25 UTC;
【動作確認済】NEO-GEO ロムカセット 餓狼伝説スペシャル 箱・説明書付;https://jp.mercari.com/item/m99716827987;¥29,800;SOLD_OUT;2026-05-30 11:17 UTC;SNKのネオジオ用ソフト『餓狼伝説スペシャル（GAROU DENSETSU SPECIAL）』のROMカセット版です。 ​実機にて起動・動作確認済みです（写真参照）。 格闘ゲームの歴史に残る名作を、当時の純正ハードで楽しみたい方やコレクターの方にお譲りいたします。 ​【セット内容】 ​ゲームカセット本体 ​専用ケース ​取扱説明書 ​【商品の状態】 ​動作： ネオジオ本体にてタイトル画面までの起動を確認済みです。 ​カセット： 端子部分は清掃済み。抜き差しに伴うスレはありますが、ラベル剥がれ等はなく比較的良好です。 ​ケース： 年代物につき、外ビニールに多少のシワや経年劣化が見られます。割れな
【中古】攻略本NEOGEO リアルバウト餓狼伝説スペシャル グラフィカルマニュアル;https://jp.mercari.com/item/vwuu5KqRkMtWoZpt2e6jsE;¥1,500;SOLD_OUT;2025-06-16 04:20 UTC;
SNK ネオジオ 餓狼伝説スペシャル ROM 説明書無　NEOGEO AES;https://jp.mercari.com/item/m76133283377;¥16,999;SOLD_OUT;2026-05-30 06:11 UTC;SNKのネオジオ用ソフト「餓狼伝説スペシャル」のROMカセットです。箱はありますが説明書はございません。  【ブランド】SNK 【カテゴリ】ネオジオ ソフト 【商品の状態】目立った傷や汚れなし 【カラー】ブラック系 【その他】対戦格闘アクションゲーム  よろしくお願いいたします。
餓狼伝説スペシャル NEOGEO 真サムライスピリッツ;https://jp.mercari.com/item/m15715296893;¥3,280;ON_SALE;2026-05-29 23:02 UTC;
【中古】ネオジオCDソフト 餓狼伝説3(CD-ROM);https://jp.mercari.com/item/4fxowJzCAmKghjxKfPdu53;¥1,280;ON_SALE;2025-05-29 00:18 UTC;
餓狼伝説スペシャル ネオジオ SNK;https://jp.mercari.com/item/m47037929024;¥28,000;ON_SALE;2024-09-19 07:20 UTC;
Aセット PIXELアクリルスタンド KOF'98 餓狼伝説 SNK ネオジオ;https://jp.mercari.com/item/m81554870060;¥13,999;ON_SALE;2026-05-29 19:17 UTC;
ネオジオフリーク ポスター付　1996年2月号 リアルバウト餓狼伝説特集号;https://jp.mercari.com/item/m22809355659;¥3,200;ON_SALE;2026-05-29 16:21 UTC;
デスクマット PIXEL WALL プレイマット SNK ラバーマット KOF;https://jp.mercari.com/item/m79614774765;¥4,777;SOLD_OUT;2026-05-29 12:46 UTC;ピクセルアート KOF2000 THE KING OF FIGHTERS 2000 ザ・キング・オブ・ファイターズ 餓狼伝説CotW ネオジオ NEOGEO ピクセルウォール マルチマット ゲームマット  新品未開封です。 サイズ60/30cm 半分半分に折りたたんで封筒梱包。  #まさKOFグッズ
NEOGEO CD ゲームソフト まとめ売り 10タイトル;https://jp.mercari.com/item/m11653532929;¥22,000;SOLD_OUT;2025-11-29 00:41 UTC;本体未所持の為、動作未確認 ケース・傷、汚れあり ディスク・大小さまざまな傷あり 説明書・痛みあるのあり  餓狼伝説SPECIAL REALBOUT餓狼伝説 キングオブファイターズ95・96 ギャラクシーファイト ワールドヒーローズパーフェクト 表ケース右上にNEOGEOマークあり  パズルボブル 説明書なし、表ケース右上ロゴあり  REALBOUT餓狼伝説スペシャル サムライスピリッツ天草降臨 説明書なし・表ケース右上ロゴなし  痛快GANGAN行進曲 裏表紙なし・表ケース右上ロゴなし  中古ゲームソフトで動作未確認です 神経質な方はご注意ください  商品到着後の対応はいたしません
SNK NEO•GEO 銀狼伝説SPECIALキャップ 1993年;https://jp.mercari.com/item/m88401327409;¥9,000;ON_SALE;2026-05-09 12:59 UTC;
クリアファイルセット PIXEL WALL SNK KOF 餓狼伝説 ネオジオ;https://jp.mercari.com/item/m66886574787;¥1,222;SOLD_OUT;2026-05-29 08:33 UTC;A4クリアファイル ピクセルアート THE KING OF FIGHTERS ザ・キング・オブ・ファイターズ NEOGEO ピクセルウォール  新品未開封です。 2枚セット 折れないように段ボールを入れて封筒梱包。  #まさKOFグッズ
ネオジオ格闘ゲーム ポスター 6枚セット;https://jp.mercari.com/item/m15429584177;¥9,500;ON_SALE;2026-03-15 06:18 UTC;
Cセット PIXELアクリルスタンド KOF'98 餓狼伝説 SNK ネオジオ;https://jp.mercari.com/item/m40378275615;¥15,555;ON_SALE;2026-05-28 21:13 UTC;
中古　SNK画集 Vol.1 ネオジオ スーパー4イラストレーションズ;https://jp.mercari.com/item/m95518117042;¥7,800;ON_SALE;2026-05-21 09:28 UTC
ネオジオ ロムカセット 餓狼伝説2 NEO GEO ROM;https://jp.mercari.com/item/m91825729898;¥16,800;ON_SALE;2026-05-18 14:29 UTC;
ネオジオ 餓狼伝説スペシャル NEO GEO ROM;https://jp.mercari.com/item/m66404435172;¥10,800;SOLD_OUT;2026-05-24 10:33 UTC;動作確認済みです。箱が欠品しています。商品状態ですが、取扱説明書にシワやよごれ、使用感が見られますのでご了承ください。商品詳細につきましては写真をご参照ください。宜しくお願いいたします。
餓狼伝説 EVO JAPAN2026 ポスター2枚セットロックギース　ネオジオ;https://jp.mercari.com/item/m21375766531;¥7,777;ON_SALE;2026-05-28 13:15 UTC;
NEOGEO 餓狼伝説スペシャル ROMカセット 本体;https://jp.mercari.com/item/m61781354547;¥17,800;ON_SALE;2026-05-25 23:48 UTC;
マ*ル様 NEOGEO データファイルカード　SNK 餓狼伝説　龍虎の拳２　セッ;https://jp.mercari.com/item/m32044787950;¥400;SOLD_OUT;2025-04-28 11:22 UTC;NEOGEO データファイルカード　２枚セット  SNK　1993　1994    ・餓狼伝説SPECIAL No.12　アクセル・ホーク  ・龍虎の拳２　No.19　リー・バイロン  ●サイズ：8.6×5.9cm    ●商品の状態：若干の反り、日焼け等見られます。    ＊古い物です。長期自宅保管品であること、中古品であることにご了承いただける方のみご購入お願いいたします。  また、セット商品の場合はまとめての梱包となります。ご了承ください。    -・-・-・-・-・-・-・-・-・-・-・-・-・-    mimi*moguをご覧くださりありがとうございます。  ◇他出品中の懐かしの品
（当時物）ゲーム必勝ガイド 1994年5月号;https://jp.mercari.com/item/m28828757398;¥1,500;ON_SALE;2026-05-28 10:30 UTC;
ネオジオ通信　1996年1月号;https://jp.mercari.com/item/m82972447775;¥3,500;ON_SALE;2026-05-28 09:01 UTC;
餓狼伝説 スペシャル ネオジオ　ロム　rom snk 動作確認済みです;https://jp.mercari.com/item/m41064215009;¥19,800;ON_SALE;2026-05-10 07:50 UTC;
【中古】ネオジオCDソフト リアルバウト 餓狼伝説スペシャル(CD-ROM);https://jp.mercari.com/item/yXtE226k3ckNUHMFGt9js8;¥2,790;ON_SALE;2025-05-26 06:03 UTC;
【中古】攻略本NEOGEO NG リアルバウト餓狼伝説 公式ガイドブック;https://jp.mercari.com/item/LCY2Ut9FNMVDq5B8a64nfc;¥2,300;ON_SALE;2025-06-16 04:19 UTC;
【中古】ネオジオCDソフト 餓狼伝説スペシャル(CD-ROM);https://jp.mercari.com/item/zz9Q7V9M9WKYBz6G2j4ttZ;¥2,920;ON_SALE;2025-05-26 06:03 UTC;
PS2 ソフト 餓狼 MARK OF THE WOLVES(マーク オブ ザ ウルヴス) NEOGEO(ネオジオ) オンラインコレクション 限定版 SNKプレイモア;https://jp.mercari.com/item/fqztDn7v9KarGQ8oJXzy2H;¥15,400;ON_SALE;2025-04-12 03:37 UTC;
餓狼伝説2 NEO-GEO CD;https://jp.mercari.com/item/m63289570737;¥8,600;SOLD_OUT;2026-04-22 00:42 UTC;間違えて買ったものです  状態は画像で確認してください  ノンクレームノンリターンでお願いします
Real Bout Special リアルバウト餓狼伝説スペシャル;https://jp.mercari.com/item/m42558915395;¥2,150;SOLD_OUT;2026-05-26 13:28 UTC;中古品です。  ケース擦れ、傷有り。説明書汚れ有り。ディスク多少傷有り。  値下げ致しません。  購入後のメッセージは不要です。  #ゲーム #アクション #ネオジオCD #Other
餓狼伝説2 ネオジオ;https://jp.mercari.com/item/m14506659283;¥26,000;ON_SALE;2026-04-26 11:54 UTC;
「激安」餓狼伝説スペシャル ネオジオ　餓狼伝説 Special Neogeo;https://jp.mercari.com/item/m40355944849;¥9,800;SOLD_OUT;2026-05-27 18:25 UTC;ソフトに使用感ございますが、 起動に問題ございません。   早い者勝ち！ 値下げは行いません！ 即買いOK‼︎(無言購入大歓迎❗️)  ↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓ ✅「大セール」 他の商品を2つ目から購入で100円引き‼︎  ✅4本セット購入で500円引き‼︎ (セットでご購入の場合は、コメントしていただけば、割引きをしたお値段に変更いたします。)  まとめ買いで超お得❗️ (まとめ買いをお願い申請する前に、コメントください)  簡単に商品が検索できるように検索欄に「ゲーマーズ倶楽部」と入れていただければ簡単に商品が探せます。  例えば、検索欄に「OOOO ゲーマーズ
「激安」餓狼伝説Special ネオジオ 餓狼伝説　スペシャル;https://jp.mercari.com/item/m60270864228;¥9,800;SOLD_OUT;2026-05-27 18:21 UTC;ソフトに使用感ございますが、 起動に問題ございません。   早い者勝ち！ 値下げは行いません！ 即買いOK‼︎(無言購入大歓迎❗️)  ↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓ ✅「大セール」 他の商品を2つ目から購入で100円引き‼︎  ✅4本セット購入で500円引き‼︎ (セットでご購入の場合は、コメントしていただけば、割引きをしたお値段に変更いたします。)  まとめ買いで超お得❗️ (まとめ買いをお願い申請する前に、コメントください)  簡単に商品が検索できるように検索欄に「ゲーマーズ倶楽部」と入れていただければ簡単に商品が探せます。  例えば、検索欄に「OOOO ゲーマーズ
ゲーメスト増刊 餓狼伝説SPECIAL ムック本 SNK NEOGEO 攻略本;https://jp.mercari.com/item/m27824979053;¥2,300;ON_SALE;2026-04-08 22:55 UTC;
【メガドライブ】餓狼伝説2 新たなる闘い 動作確認済み;https://jp.mercari.com/item/m76256359819;¥7,800;SOLD_OUT;2026-05-27 13:25 UTC;SNKの対戦格闘ゲームをタカラがメガドライブへ移植した作品で、2ラインシステムや超必殺技を再現しています。  - タイトル: 餓狼伝説2 新たなる闘い - 対応機種: メガドライブ - 発売元: タカラ - プレイ人数: 1〜2人 - 対応コントローラー: ファイティングパッド6B対応  メガドライブ用ソフト 「餓狼伝説2 新たなる闘い」です。  SNKの人気格闘ゲームシリーズ作品。 ネオジオ版でも人気の高いタイトルです。 メガドライブ版ならではの迫力あるビジュアルと存在感が魅力の一本です。 近年は状態の良いものも減ってきており、コレクション用としても人気があります。  起動確認済み。 ケース
□SNK PS2ソフト NEOGEOオンラインコレクション 餓狼伝説バトルアーカイブズ2;https://jp.mercari.com/item/2JRmcnLygwt7RSLfzBPU3n;¥4,400;SOLD_OUT;2026-05-27 09:39 UTC;
NEOGEO 帯のみ　まとめ;https://jp.mercari.com/item/m37848085562;¥1,500;SOLD_OUT;2026-05-27 04:50 UTC;NEOGEOソフトの帯のみの出品となります。  - タイトル: ザ・キング・オブ・ファイターズ'94 - タイトル: ザ・キング・オブ・ファイターズ'95 - タイトル: サムライスピリッツ - タイトル: 真サムライスピリッツ - タイトル: 戦国伝承2 - タイトル: キングオブザモンスターズ2 - タイトル: 餓狼伝説スペシャル  おまけ3DOのスト2  濡れ、折れ対策をして発送させて頂きます。  ご覧いただきありがとうございます。
【中古】ゲームミュージックCD SNK ARCADE SOUND DIGITAL COLLECTION Vol.5;https://jp.mercari.com/item/2JPUcfVBfACcCjT4SYekCn;¥3,500;ON_SALE;2026-04-06 19:21 UTC;
【動作確認OK】PS2 餓狼伝説バトルアーカイブズ１;https://jp.mercari.com/item/m51162078725;¥2,800;SOLD_OUT;2026-05-26 13:50 UTC;PS2 餓狼伝説バトルアーカイブズ 1 [NEOGEOオンラインコレクション］ SNK  ケースに擦れや汚れ、説明書に多少の使用感と留めているツメが少し緩いように思います。  ディスク面は多少の小キズや薄汚れはありますが、プレイステーション２本体で動作の確認ができました。  状態の良くないところもあるためプレイできればというかた向けかと思います。  お値下げ不可  ゆうパケットポストmini発送 緩衝材で包装して防水のうえ梱包、発送いたします。
ネオジオROMソフト 餓狼伝説2 -新たなる闘い- SNK 箱説付き;https://jp.mercari.com/item/m95504914299;¥14,000;SOLD_OUT;2026-05-26 16:43 UTC;ネオジオROMソフト  餓狼伝説2 -新たなる闘い-    SNK    箱、説明書付き    中古品 / 動作確認済みです。    106メガ    箱パッケージ傷みあり。  内プラケース割れあり。箱端裂けあり。  カートリッジ擦り傷あり。  説明書はヨレ・シワ・汚れ傷みあり。  全体的に使用感・傷みのある中古品です。  ソフトの認識率は良好です。    検索用）NEOGEO　AES　FATAL FURY 2　SNK　100メガショック
ネオジオ 餓狼伝説スペシャルカセットのみ;https://jp.mercari.com/item/m74008200663;¥10,700;ON_SALE;2026-05-26 16:28 UTC;
ネオジオ 龍虎の拳2;https://jp.mercari.com/item/m91881061175;¥29,800;ON_SALE;2026-05-26 16:27 UTC;
ネオジオ 餓狼伝説2;https://jp.mercari.com/item/m73058933057;¥25,800;ON_SALE;2026-05-26 16:21 UTC;
NEOGEO 餓狼伝説スペシャル ネオジオロム SNK;https://jp.mercari.com/item/m35700714585;¥20,000;SOLD_OUT;2026-05-25 05:17 UTC;コレクション整理中。 返品不可。  ・餓狼伝説スペシャル （説明書付き）  見落としや個人差があると思いますがご了承下さい。 何か気になることがありましたらコメントをお願い致します。 宜しくお願い致します。
ネオジオCD 餓狼伝説3;https://jp.mercari.com/item/m14801883873;¥2,500;SOLD_OUT;2026-05-11 10:26 UTC;動作確認済みです。 全体的に綺麗ですが、小さな傷みや汚れが見られます。完品や未開封品をお求めの方は購入をご遠慮ください。 状態や付属品は画像にてご確認ください。  様子を見ながら値下げを行いますので、 値下げ交渉はご遠慮ください。  以上、よろしくお願い致します。  検索用ネオジオCDNEOGEOCDSNK対戦格闘レトロゲームストリートファイターSTREETFIGHTER
SNK 公式ストーリー 餓狼伝説2 MONDO.恵 2巻;https://jp.mercari.com/item/m98402040242;¥3,000;SOLD_OUT;2026-05-22 11:53 UTC;SNK公式ストーリーの餓狼伝説2のゲームソフトです。  【ブランド】SNK 【カテゴリ】テレビゲーム、旧機種、ネオジオ、ソフト 【商品の状態】背表紙に日焼けと、その他若干痛みがあります。 【カラー】マルチカラー  よろしくお願いいたします。
餓狼伝説 SPECIAL NEO GEO CD;https://jp.mercari.com/item/m59452912402;¥3,000;SOLD_OUT;2024-11-20 09:53 UTC;【ゲームタイトル】  餓狼伝説 SPECIALは、人気のバトルアクションゲームで、プレイヤーは多彩なキャラクターを操作して戦います。    【プラットフォーム】  このゲームはNEO GEO専用で、特にアーケードスタイルのゲームプレイを楽しむことができます。    【特徴】  多様なキャラクターと戦略的なバトルシステムが特徴で、友達と対戦するのに最適なゲームです。    - ゲームタイトル: 餓狼伝説 SPECIAL  - プラットフォーム: NEO GEO  - ジャンル: バトルアクションゲーム    ご覧いただきありがとうございます。    （追加事項）  ディスク（傷少）  起動プレイ
一点物 KOF96 SNK ネオジオ 格ゲーT;https://jp.mercari.com/item/m37138934519;¥4,980;ON_SALE;2026-05-19 12:11 UTC;
"【新品未使用】NEOGEO mini ＋Tシャツ""Haou""【セット売り】";https://jp.mercari.com/item/m45309424013;¥10,000;ON_SALE;2026-05-17 08:55 UTC;
【新品】 アケアカNEOGEO セレクション Vol.9 Nintendo Switch 佐賀;https://jp.mercari.com/item/2JJWKVyZ9Zp8okH4uo43pu;¥5,940;SOLD_OUT;2025-12-18 09:22 UTC;
